Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1719006860.9275334,77374,1719006860,917740160,base_link,0.023897924284363013,-0.027998886401457732,-0.8549514983683658,-0.5174001281897689,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0002233854029327631,3.560432742233391e-05,0.00021627475507557392,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.7043732404708862,0.2357877790927899,9.766788482666016,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006860.930743,77375,1719006860,927740160,base_link,0.023897340484656686,-0.027999164636512353,-0.8549520673508207,-0.5173992220325259,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.453963341191411e-05,-5.0114605983253555e-05,0.00012427405454218388,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.6987183094024658,0.22922351956367612,9.790075302124023,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006860.937343,77376,1719006860,932740160,base_link,0.023897710751306298,-0.027998430853294336,-0.8549519093001389,-0.5173995486706019,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-8.466490544378757e-05,-8.821790834190325e-05,-0.00010367485811002551,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.6842044591903687,0.21981550753116727,9.770580291748047,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006860.943155,77377,1719006860,937740160,base_link,0.023896691653680194,-0.027999197069829375,-0.854950855628926,-0.5174012766913908,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0002476198133081198,-6.520718307001519e-05,-0.00020745416986756027,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.691792368888855,0.22597672045230985,9.77564811706543,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006860.9490001,77378,1719006860,942740160,base_link,0.023897126293055463,-0.027999067995105806,-0.8549520989609571,-0.5173991904223895,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00010569131700322032,0.00012201775825815278,0.0001902768854051828,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.6825360059738159,0.2354152351617825,9.790953636169434,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006860.9531174,77379,1719006860,947740160,base_link,0.023898045621188607,-0.027998775601344266,-0.8549516669557599,-0.5173999596023748,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.365582183003426e-06,0.00021430000197142363,6.125058280304072e-05,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.6689265370368958,0.2260357141494763,9.786713600158691,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006860.959098,77380,1719006860,952739392,base_link,0.023899383783628828,-0.02799956585475384,-0.8549523096951996,-0.5173988111007529,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00011523469584062696,0.0004588084411807359,0.00028544489759951824,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.6821692585945129,0.22975115478038907,9.776415824890137,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006860.9647849,77381,1719006860,957739392,base_link,0.023900013187542334,-0.028000037537257685,-0.8549522780850632,-0.5173985898297981,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00012198393233120441,0.0004647550522349775,-5.931698251515632e-05,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.6974093317985535,0.21532584726810575,9.78048324584961,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006860.9710014,77382,1719006860,962739392,base_link,0.023899324349986983,-0.028002006585336556,-0.8549513613911082,-0.5174002651670265,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0003795032389461994,1.4066401490708767e-05,-0.0003737704246304929,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.6840862035751343,0.225332558155061,9.773761749267578,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006860.9773593,77383,1719006860,972739392,base_link,0.023902160371910612,-0.02800124629570209,-0.8549497598108647,-0.517402625390543,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-5.13601116836071e-05,0.00037513778079301113,-0.0006636424805037677,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.69191974401474,0.23531202971935392,9.762380599975586,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
