Time,intFlag,altiThreshold,thrustSetpoint,thrustPerRotor,expectedThrust.x,expectedThrust.y,expectedThrust.z,disturbanceEstimate.x,disturbanceEstimate.y,disturbanceEstimate.z,inertialForce.x,inertialForce.y,inertialForce.z
1719006860.9376655,False,False,16.11917495727539,4.029793739318848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006860.9581804,False,False,16.118864059448242,4.0297160148620605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006860.978158,False,False,16.118864059448242,4.0297160148620605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006860.9983497,False,False,16.11945915222168,4.02986478805542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.0183513,False,False,16.11945915222168,4.02986478805542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.0388162,False,False,16.119428634643555,4.029857158660889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.0586522,False,False,16.119428634643555,4.029857158660889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.0790184,False,False,16.119325637817383,4.029831409454346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.0986657,False,False,16.11931610107422,4.029829025268555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.118747,False,False,16.11916732788086,4.029791831970215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.1397526,False,False,16.119152069091797,4.029788017272949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.1584969,False,False,16.119049072265625,4.029762268066406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.1770551,False,False,16.11941909790039,4.029854774475098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.1982021,False,False,16.11896514892578,4.029741287231445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.2183082,False,False,16.11896514892578,4.029741287231445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.2391143,False,False,16.118837356567383,4.029709339141846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.2595592,False,False,16.118837356567383,4.029709339141846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.2797308,False,False,16.119171142578125,4.029792785644531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.2987168,False,False,16.119171142578125,4.029792785644531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.3188975,False,False,16.119770050048828,4.029942512512207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.3396113,False,False,16.11985969543457,4.029964923858643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.358462,False,False,16.11985969543457,4.029964923858643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.3795614,False,False,16.119552612304688,4.029888153076172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.3987877,False,False,16.119522094726562,4.029880523681641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.41883,False,False,16.120132446289062,4.030033111572266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.439389,False,False,16.120132446289062,4.030033111572266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.4597871,False,False,16.11939811706543,4.029849529266357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.4792387,False,False,16.119382858276367,4.029845714569092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.4990737,False,False,16.11922836303711,4.029807090759277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.5181675,False,False,16.11922836303711,4.029807090759277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.53878,False,False,16.118850708007812,4.029712677001953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.5589557,False,False,16.118839263916016,4.029709815979004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.5793588,False,False,16.118844985961914,4.0297112464904785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.5984116,False,False,16.118806838989258,4.0297017097473145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.619888,False,False,16.118654251098633,4.029663562774658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.6398745,False,False,16.118654251098633,4.029663562774658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.6596222,False,False,16.117982864379883,4.029495716094971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.6794689,False,False,16.117982864379883,4.029495716094971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.7016068,False,False,16.117544174194336,4.029386043548584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.7211232,False,False,16.11756134033203,4.029390335083008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.7399557,False,False,16.117542266845703,4.029385566711426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.7598584,False,False,16.116165161132812,4.029041290283203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.779425,False,False,16.116165161132812,4.029041290283203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.8002176,False,False,16.117090225219727,4.029272556304932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.8191526,False,False,16.117090225219727,4.029272556304932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.837371,False,False,16.116952896118164,4.029238224029541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.8592541,False,False,16.116933822631836,4.029233455657959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.880429,False,False,16.116771697998047,4.029192924499512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.899161,False,False,16.116851806640625,4.029212951660156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.919864,False,False,16.11599349975586,4.028998374938965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.939385,False,False,16.115921020507812,4.028980255126953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.9593644,False,False,16.11538314819336,4.02884578704834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.9807353,False,False,16.11538314819336,4.02884578704834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006861.9993498,False,False,16.115144729614258,4.0287861824035645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.0198865,False,False,16.115144729614258,4.0287861824035645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.0391777,False,False,16.114238739013672,4.028559684753418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.060922,False,False,16.114238739013672,4.028559684753418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.0797179,False,False,16.114179611206055,4.028544902801514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.0979002,False,False,16.113004684448242,4.0282511711120605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.119367,False,False,16.112979888916016,4.028244972229004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.1410978,False,False,16.11331558227539,4.028328895568848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.1571658,False,False,16.11331558227539,4.028328895568848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.1791399,False,False,16.113113403320312,4.028278350830078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.1988013,False,False,16.1131534576416,4.0282883644104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.2193248,False,False,16.11268424987793,4.028171062469482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.2392395,False,False,16.11268424987793,4.028171062469482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.2591467,False,False,16.112897872924805,4.028224468231201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.2800272,False,False,16.112865447998047,4.028216361999512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.298526,False,False,16.112897872924805,4.028224468231201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.3207452,False,False,16.112897872924805,4.028224468231201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.3398979,False,False,16.1126708984375,4.028167724609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.3604317,False,False,16.112781524658203,4.028195381164551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.3800883,False,False,16.113187789916992,4.028296947479248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.402199,False,False,16.113187789916992,4.028296947479248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.4193208,False,False,16.11290168762207,4.028225421905518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.4401796,False,False,16.11290168762207,4.028225421905518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.4596379,False,False,16.11309814453125,4.0282745361328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.4802687,False,False,16.11309814453125,4.0282745361328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.4984276,False,False,16.112457275390625,4.028114318847656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.5191824,False,False,16.112504959106445,4.028126239776611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.5391645,False,False,16.112529754638672,4.028132438659668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.5603352,False,False,16.11221694946289,4.028054237365723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.5797923,False,False,16.11221694946289,4.028054237365723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.5997226,False,False,16.111846923828125,4.027961730957031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.6200025,False,False,16.110654830932617,4.027663707733154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.6401362,False,False,16.111621856689453,4.027905464172363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.6623638,False,False,16.111621856689453,4.027905464172363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.6796036,False,False,16.110776901245117,4.027694225311279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.6997886,False,False,16.11079978942871,4.027699947357178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.719882,False,False,16.111446380615234,4.027861595153809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.7397535,False,False,16.11029052734375,4.0275726318359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.7601545,False,False,16.10977554321289,4.027443885803223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.7805274,False,False,16.110931396484375,4.027732849121094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.8013954,False,False,16.110679626464844,4.027669906616211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.8207443,False,False,16.110679626464844,4.027669906616211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.839757,False,False,16.110645294189453,4.027661323547363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.8586428,False,False,16.110645294189453,4.027661323547363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.8787541,False,False,16.110565185546875,4.027641296386719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.9005096,False,False,16.110034942626953,4.027508735656738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.9202263,False,False,16.110210418701172,4.027552604675293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.9401717,False,False,16.10982894897461,4.027457237243652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.96303,False,False,16.10982894897461,4.027457237243652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006862.978727,False,False,16.10982322692871,4.027455806732178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006863.0001876,False,False,16.109848022460938,4.027462005615234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006863.020056,False,False,16.110580444335938,4.027645111083984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006863.039025,False,False,16.110580444335938,4.027645111083984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006863.0598543,False,False,16.110044479370117,4.027511119842529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006863.0796642,False,False,16.110027313232422,4.0275068283081055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006863.0992565,False,False,16.109867095947266,4.027466773986816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006863.1190522,False,False,16.109867095947266,4.027466773986816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006863.1403203,False,False,16.109947204589844,4.027486801147461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006863.1609519,False,False,16.10994529724121,4.027486324310303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006863.1783974,False,False,16.110231399536133,4.027557849884033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006863.199564,False,False,16.110292434692383,4.027573108673096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006863.219367,False,False,16.109956741333008,4.027489185333252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006863.2390785,False,False,16.109956741333008,4.027489185333252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006863.259272,False,False,16.110029220581055,4.027507305145264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006863.2793493,False,False,16.111040115356445,4.027760028839111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
