Time,intFlag,altiThreshold,thrustSetpoint,thrustPerRotor,expectedThrust.x,expectedThrust.y,expectedThrust.z,disturbanceEstimate.x,disturbanceEstimate.y,disturbanceEstimate.z,inertialForce.x,inertialForce.y,inertialForce.z
1719006570.8873568,False,False,16.109729766845703,4.027432441711426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006570.9083543,False,False,16.109426498413086,4.0273566246032715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006570.928256,False,False,16.10963249206543,4.027408123016357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006570.9479847,False,False,16.110172271728516,4.027543067932129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006570.9679193,False,False,16.110122680664062,4.027530670166016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006570.988412,False,False,16.109783172607422,4.0274457931518555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.0088942,False,False,16.110193252563477,4.027548313140869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.027979,False,False,16.11042022705078,4.027605056762695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.0482717,False,False,16.110464096069336,4.027616024017334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.0682828,False,False,16.110300064086914,4.0275750160217285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.0885632,False,False,16.111482620239258,4.0278706550598145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.1093,False,False,16.111980438232422,4.0279951095581055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.1299264,False,False,16.1115779876709,4.027894496917725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.14747,False,False,16.1107234954834,4.02768087387085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.1672924,False,False,16.11252784729004,4.02813196182251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.1875167,False,False,16.11252784729004,4.02813196182251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.208233,False,False,16.111827850341797,4.027956962585449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.2283573,False,False,16.111827850341797,4.027956962585449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.2487752,False,False,16.1120548248291,4.028013706207275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.2684968,False,False,16.1120548248291,4.028013706207275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.2880778,False,False,16.11231231689453,4.028078079223633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.30993,False,False,16.11201286315918,4.028003215789795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.3284295,False,False,16.112043380737305,4.028010845184326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.3490374,False,False,16.112056732177734,4.028014183044434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.3702886,False,False,16.111881256103516,4.027970314025879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.3885071,False,False,16.111881256103516,4.027970314025879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.409931,False,False,16.112825393676758,4.0282063484191895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.4302948,False,False,16.112192153930664,4.028048038482666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.4494267,False,False,16.112192153930664,4.028048038482666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.4689581,False,False,16.113224029541016,4.028306007385254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.4890258,False,False,16.112747192382812,4.028186798095703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.5093396,False,False,16.112417221069336,4.028104305267334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.5290854,False,False,16.112417221069336,4.028104305267334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.5493393,False,False,16.1140193939209,4.028504848480225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.569321,False,False,16.1140193939209,4.028504848480225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.5897925,False,False,16.113073348999023,4.028268337249756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.6066732,False,False,16.113073348999023,4.028268337249756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.6277318,False,False,16.11357307434082,4.028393268585205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.6487553,False,False,16.11425018310547,4.028562545776367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.668562,False,False,16.114656448364258,4.0286641120910645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.689843,False,False,16.11396598815918,4.028491497039795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.7093377,False,False,16.1137752532959,4.028443813323975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.730784,False,False,16.113712310791016,4.028428077697754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.7497363,False,False,16.1142520904541,4.028563022613525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.7701695,False,False,16.114770889282227,4.028692722320557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.790128,False,False,16.11391258239746,4.028478145599365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.809849,False,False,16.11397361755371,4.028493404388428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.8298497,False,False,16.114768981933594,4.028692245483398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719006571.8491144,False,False,16.114145278930664,4.028536319732666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
