Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,vector.x,vector.y,vector.z
1719185922.274198,9450,0,0,,-0.35273106291073086,-0.3133906498979794,16.50299412550929
1719185922.294496,9451,0,0,,-0.3525992367176038,-0.3114917930853004,16.503316647813218
1719185922.3143175,9452,0,0,,-0.35198101256030956,-0.3104434311324435,16.50379194854903
1719185922.334355,9453,0,0,,-0.35109268886922357,-0.30941114384631535,16.504139505753034
1719185922.354524,9454,0,0,,-0.34796238610978464,-0.31053142552296287,16.50561647948953
1719185922.3755696,9455,0,0,,-0.34796238610978464,-0.31053142552296287,16.50561647948953
1719185922.3961635,9456,0,0,,-0.34565031371498406,-0.3124202421037927,16.50438279322178
1719185922.4156773,9457,0,0,,-0.3456700093436686,-0.3124717087616497,16.504364470530223
1719185922.435877,9458,0,0,,-0.3452614325595891,-0.31218452443664535,16.50290416706159
1719185922.4549315,9459,0,0,,-0.3452614325595891,-0.31218452443664535,16.50290416706159
1719185922.4746602,9460,0,0,,-0.34340423480371685,-0.31518003512762416,16.50205686455558
1719185922.49472,9461,0,0,,-0.34348736695663706,-0.3137160934518168,16.50280855524661
1719185922.515196,9462,0,0,,-0.33979836402213975,-0.3184333903559014,16.502826188095927
1719185922.535204,9463,0,0,,-0.3396963955903216,-0.31993480947524233,16.502075708271345
1719185922.5554607,9464,0,0,,-0.3363952872419574,-0.31898798760989083,16.500439228471546
1719185922.575336,9465,0,0,,-0.3363952872419574,-0.31898798760989083,16.500439228471546
1719185922.5951488,9466,0,0,,-0.33528385201042804,-0.31803350434799355,16.50202018853171
1719185922.6154265,9467,0,0,,-0.33528385201042804,-0.31803350434799355,16.50202018853171
1719185922.6353428,9468,0,0,,-0.33437321559952377,-0.3175558459006515,16.505672300418908
1719185922.6559215,9469,0,0,,-0.33437321559952377,-0.3175558459006515,16.505672300418908
1719185922.6758828,9470,0,0,,-0.3342135668235286,-0.31822019903731336,16.503846485477066
1719185922.6964185,9471,0,0,,-0.3350873222787486,-0.3180228695823194,16.50387009758215
1719185922.7154212,9472,0,0,,-0.33329827247690824,-0.31933160931087023,16.503106935235778
1719185922.7354107,9473,0,0,,-0.3303279606124986,-0.318140162897536,16.504152550095522
1719185922.7551668,9474,0,0,,-0.3303279606124986,-0.318140162897536,16.504152550095522
1719185922.775935,9475,0,0,,-0.3300151162599527,-0.31944871273937475,16.501346177935606
1719185922.7956994,9476,0,0,,-0.3299580622626294,-0.31945052537076224,16.501346551128957
1719185922.8163004,9477,0,0,,-0.33017751628856506,-0.3209605766192541,16.505501403829157
1719185922.8353553,9478,0,0,,-0.33017751628856506,-0.3209605766192541,16.505501403829157
1719185922.8555064,9479,0,0,,-0.33274875065021237,-0.3219259244991244,16.504034285736182
1719185922.8757463,9480,0,0,,-0.33273814451512196,-0.321974645676757,16.5040644782406
1719185922.896413,9481,0,0,,-0.3335313900063774,-0.32555184933990106,16.505744314237823
1719185922.9158547,9482,0,0,,0.02437007224315331,-0.03929062194319976,16.508168517934593
1719185922.9362226,9483,0,0,,0.025096507608822198,-0.03825612989583174,16.509801894320656
1719185922.9558222,9484,0,0,,0.025133440342335778,-0.03830138530702409,16.509821820787536
1719185922.975437,9485,0,0,,0.026389399849741188,-0.038361134838666835,16.509787534446254
1719185922.9955769,9486,0,0,,0.026389399849741188,-0.038361134838666835,16.509787534446254
1719185923.015989,9487,0,0,,0.027800786628108125,-0.03635566388877397,16.509181102487545
1719185923.0353973,9488,0,0,,0.027800786628108125,-0.03635566388877397,16.509181102487545
1719185923.0565026,9489,0,0,,0.028194168027944586,-0.03976543935948885,16.506159015018056
1719185923.0756512,9490,0,0,,0.028194168027944586,-0.03976543935948885,16.506159015018056
1719185923.0963845,9491,0,0,,0.028409589052951816,-0.040588021963061924,16.506334740657646
1719185923.114643,9492,0,0,,0.028369638597847784,-0.04051965285083005,16.50632925107009
1719185923.135359,9493,0,0,,0.02822236950403664,-0.039757214514496625,16.50500482249224
1719185923.154835,9494,0,0,,0.02785378574718534,-0.04122704768061707,16.506072102735615
1719185923.1754239,9495,0,0,,0.02785378574718534,-0.04122704768061707,16.506072102735615
1719185923.1954324,9496,0,0,,0.02669005093562154,-0.040660790527988246,16.50681486974799
1719185923.2156234,9497,0,0,,0.02666741868076103,-0.04071894343164498,16.50680352690329
1719185923.2357328,9498,0,0,,0.028809362490299518,-0.03768260105518921,16.507174779385625
1719185923.255896,9499,0,0,,0.02878354557002167,-0.03767838066843402,16.50715258698902
1719185923.275485,9500,0,0,,0.02710597451990318,-0.03774447880042178,16.505143024797665
1719185923.2959063,9501,0,0,,0.027205332675114186,-0.037913993746707834,16.505031245947944
1719185923.3163843,9502,0,0,,0.02847197302611678,-0.040300340098925455,16.5061672846165
1719185923.3357759,9503,0,0,,0.028542031306620155,-0.03995980077847694,16.50630599531715
1719185923.3557923,9504,0,0,,0.02811303971253879,-0.040106841470636985,16.50582493162158
