Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,vector.x,vector.y,vector.z
1719185997.6556265,13219,1719185997,653404353,,0.4689280688762665,-0.12139595299959183,-0.05760331079363823
1719185997.675903,13220,1719185997,673388519,,0.4689280688762665,-0.12139595299959183,-0.05760331079363823
1719185997.6978323,13221,1719185997,693377582,,0.4334578812122345,-0.1253405213356018,-0.05451401695609093
1719185997.7144885,13222,1719185997,713315447,,0.4334578812122345,-0.1253405213356018,-0.05451401695609093
1719185997.7354114,13223,1719185997,733342113,,0.4274400770664215,-0.11613667011260986,-0.034922584891319275
1719185997.7552552,13224,1719185997,753395655,,0.4274400770664215,-0.11613667011260986,-0.034922584891319275
1719185997.7750905,13225,1719185997,773351540,,0.43497809767723083,-0.11726996302604675,-0.04796628654003143
1719185997.795479,13226,1719185997,793379874,,0.43497809767723083,-0.11726996302604675,-0.04796628654003143
1719185997.8158286,13227,1719185997,813386176,,0.44457024335861206,-0.13295723497867584,-0.01902836374938488
1719185997.8354964,13228,1719185997,833368936,,0.44457024335861206,-0.13295723497867584,-0.01902836374938488
1719185997.8557541,13229,1719185997,853424301,,0.4354875981807709,-0.14146140217781067,0.053510647267103195
1719185997.8752053,13230,1719185997,873507009,,0.4354875981807709,-0.14146140217781067,0.053510647267103195
1719185997.8956976,13231,1719185997,893348363,,0.43750205636024475,-0.12142408639192581,0.04679196700453758
1719185997.9164798,13232,1719185997,913592738,,0.410390704870224,-0.12140823900699615,0.08057747036218643
1719185997.9353883,13233,1719185997,933364144,,0.410390704870224,-0.12140823900699615,0.08057747036218643
1719185997.9563785,13234,1719185997,953435290,,0.40572357177734375,-0.12349361181259155,0.08263368159532547
1719185997.975794,13235,1719185997,973648988,,0.40572357177734375,-0.12349361181259155,0.08263368159532547
1719185997.9957511,13236,1719185997,993420811,,0.40954074263572693,-0.11857719719409943,0.10178373754024506
1719185998.0151331,13237,1719185998,13340759,,0.40954074263572693,-0.11857719719409943,0.10178373754024506
1719185998.035302,13238,1719185998,33359353,,0.3909934163093567,-0.11153183877468109,0.087168388068676
1719185998.0568376,13239,1719185998,53451280,,0.3909934163093567,-0.11153183877468109,0.087168388068676
1719185998.0753176,13240,1719185998,73398207,,0.4090898633003235,-0.10000254213809967,0.07388995587825775
1719185998.0949333,13241,1719185998,93343207,,0.4090898633003235,-0.10000254213809967,0.07388995587825775
1719185998.1151652,13242,1719185998,113476332,,0.40399542450904846,-0.0883154571056366,0.0635693147778511
1719185998.1353407,13243,1719185998,133415342,,0.40399542450904846,-0.0883154571056366,0.0635693147778511
1719185998.155057,13244,1719185998,153326019,,0.38448479771614075,-0.07708262652158737,0.06114679202437401
1719185998.1755984,13245,1719185998,173386801,,0.38448479771614075,-0.07708262652158737,0.06114679202437401
1719185998.195648,13246,1719185998,193492113,,0.3798164129257202,-0.07257242500782013,0.03095717914402485
1719185998.215319,13247,1719185998,213589301,,0.3798164129257202,-0.07257242500782013,0.03095717914402485
1719185998.2353606,13248,1719185998,233402582,,0.36084800958633423,-0.06397396326065063,0.0022232234477996826
1719185998.2547445,13249,1719185998,253377165,,0.36084800958633423,-0.06397396326065063,0.0022232234477996826
1719185998.2759387,13250,1719185998,273358519,,0.34204089641571045,-0.07513846457004547,-0.027936330065131187
1719185998.2949114,13251,1719185998,293352530,,0.3680965304374695,-0.07314271479845047,-0.050028540194034576
1719185998.3158953,13252,1719185998,313374925,,0.3680965304374695,-0.07314271479845047,-0.050028540194034576
