Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,vector.x,vector.y,vector.z
1719006630.046168,9146,1719006630,45376933,,0.0,0.0,0.0
1719006630.067115,9147,1719006630,65457558,,0.0,0.0,0.0
1719006630.0877552,9148,1719006630,85678964,,0.0,0.0,0.0
1719006630.1076238,9149,1719006630,105455266,,0.0,0.0,0.0
1719006630.1268435,9150,1719006630,125405735,,0.0,0.0,0.0
1719006630.149888,9151,1719006630,146513860,,0.0,0.0,0.0
1719006630.166255,9152,1719006630,165407193,,0.0,0.0,0.0
1719006630.1869948,9153,1719006630,185524797,,0.0,0.0,0.0
1719006630.207196,9154,1719006630,205405162,,0.0,0.0,0.0
1719006630.2271154,9155,1719006630,225438027,,0.0,0.0,0.0
1719006630.2480025,9156,1719006630,245660995,,0.0,0.0,0.0
1719006630.267079,9157,1719006630,265433547,,0.0,0.0,0.0
1719006630.2879143,9158,1719006630,285821829,,0.0,0.0,0.0
1719006630.3073103,9159,1719006630,305519745,,0.0,0.0,0.0
1719006630.329601,9160,1719006630,325460318,,0.0,0.0,0.0
1719006630.3476424,9161,1719006630,345493287,,0.0,0.0,0.0
1719006630.3670964,9162,1719006630,365496777,,0.0,0.0,0.0
1719006630.3873012,9163,1719006630,385489224,,0.0,0.0,0.0
1719006630.4104724,9164,1719006630,407990006,,0.0,0.0,0.0
1719006630.4275548,9165,1719006630,425414641,,0.0,0.0,0.0
1719006630.447671,9166,1719006630,445524901,,0.0,0.0,0.0
1719006630.467355,9167,1719006630,465583183,,0.0,0.0,0.0
1719006630.4872646,9168,1719006630,485443079,,0.0,0.0,0.0
1719006630.507199,9169,1719006630,505525839,,0.0,0.0,0.0
1719006630.5287888,9170,1719006630,525605839,,0.0,0.0,0.0
1719006630.5489242,9171,1719006630,545962714,,0.0,0.0,0.0
1719006630.568271,9172,1719006630,565478912,,0.0,0.0,0.0
1719006630.5884032,9173,1719006630,585462974,,0.0,0.0,0.0
1719006630.6083539,9174,1719006630,605861881,,0.0,0.0,0.0
1719006630.628294,9175,1719006630,626075474,,0.0,0.0,0.0
1719006630.6492507,9176,1719006630,645481881,,0.0,0.0,0.0
1719006630.667932,9177,1719006630,665488391,,0.0,0.0,0.0
1719006630.6880755,9178,1719006630,685544120,,0.0,0.0,0.0
1719006630.708099,9179,1719006630,705486464,,0.0,0.0,0.0
1719006630.7290514,9180,1719006630,725468808,,0.0,0.0,0.0
1719006630.7479053,9181,1719006630,745664745,,0.0,0.0,0.0
1719006630.7678297,9182,1719006630,765478860,,0.0,0.0,0.0
1719006630.7881007,9183,1719006630,785598547,,0.0,0.0,0.0
1719006630.8082209,9184,1719006630,805459537,,0.0,0.0,0.0
1719006630.8287058,9185,1719006630,825478078,,0.0,0.0,0.0
1719006630.8478794,9186,1719006630,845494224,,0.0,0.0,0.0
1719006630.868672,9187,1719006630,865619016,,0.0,0.0,0.0
1719006630.8877816,9188,1719006630,885580943,,0.0,0.0,0.0
1719006630.9079785,9189,1719006630,905635110,,0.0,0.0,0.0
1719006630.9283354,9190,1719006630,925889537,,0.0,0.0,0.0
1719006630.949327,9191,1719006630,945499172,,0.0,0.0,0.0
1719006630.9670713,9192,1719006630,965653235,,0.0,0.0,0.0
1719006630.9877129,9193,1719006630,985478026,,0.0,0.0,0.0
1719006631.0071533,9194,1719006631,5541360,,0.0,0.0,0.0
1719006631.0283751,9195,1719006631,25543755,,0.0,0.0,0.0
1719006631.048788,9196,1719006631,45469849,,0.0,0.0,0.0
1719006631.0675383,9197,1719006631,65578860,,0.0,0.0,0.0
1719006631.087442,9198,1719006631,85610318,,0.0,0.0,0.0
1719006631.1080956,9199,1719006631,105472245,,0.0,0.0,0.0
1719006631.1277962,9200,1719006631,125463130,,0.0,0.0,0.0
1719006631.1463733,9201,1719006631,145426255,,0.0,0.0,0.0
1719006631.1671395,9202,1719006631,165449380,,0.0,0.0,0.0
1719006631.1871893,9203,1719006631,185442818,,0.0,0.0,0.0
1719006631.2073944,9204,1719006631,205463547,,0.0,0.0,0.0
1719006631.2276845,9205,1719006631,225626932,,0.0,0.0,0.0
1719006631.2476628,9206,1719006631,245423912,,0.0,0.0,0.0
1719006631.267731,9207,1719006631,265479380,,0.0,0.0,0.0
1719006631.2875016,9208,1719006631,285484224,,0.0,0.0,0.0
1719006631.3072817,9209,1719006631,305438599,,0.0,0.0,0.0
1719006631.3291135,9210,1719006631,326532818,,0.0,0.0,0.0
1719006631.3480287,9211,1719006631,345852037,,0.0,0.0,0.0
1719006631.368694,9212,1719006631,365695526,,0.0,0.0,0.0
1719006631.3875804,9213,1719006631,385485422,,0.0,0.0,0.0
1719006631.4087853,9214,1719006631,405583234,,0.0,0.0,0.0
1719006631.4284244,9215,1719006631,425596464,,0.0,0.0,0.0
1719006631.448453,9216,1719006631,445858912,,0.0,0.0,0.0
1719006631.468287,9217,1719006631,465478964,,0.0,0.0,0.0
1719006631.4882002,9218,1719006631,485549537,,0.0,0.0,0.0
1719006631.5081909,9219,1719006631,505995578,,0.0,0.0,0.0
1719006631.5282311,9220,1719006631,525616724,,0.0,0.0,0.0
1719006631.5484939,9221,1719006631,545604016,,0.0,0.0,0.0
1719006631.5689993,9222,1719006631,565569432,,0.0,0.0,0.0
1719006631.5878923,9223,1719006631,585456672,,0.0,0.0,0.0
1719006631.6081798,9224,1719006631,605510005,,0.0,0.0,0.0
1719006631.627831,9225,1719006631,625450422,,0.0,0.0,0.0
1719006631.6471956,9226,1719006631,645534953,,0.0,0.0,0.0
