Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1719006712.1719968,51847,1719006712,161999808,base_link,0.016747801984359694,-0.005789371783158547,-0.7956586164602396,-0.6054862197139914,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0002895185607485473,0.0003113532438874245,0.0006244016694836318,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.3403075933456421,-0.10610848665237306,9.817171096801758,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006712.1720688,51848,1719006712,166999808,base_link,0.016748262965515282,-0.005787414588880824,-0.7956590168553005,-0.6054854821441424,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0004139260563533753,-3.326401929371054e-05,0.0003983275964856148,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.32809150218963623,-0.11523039638996004,9.807151794433594,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006712.1788507,51849,1719006712,171999808,base_link,0.016746675214706536,-0.005789455418311062,-0.7956593961769372,-0.6054851871162029,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00046031828969717026,-6.760076212231067e-05,0.00019359373254701495,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.3205593526363373,-0.1226566657423961,9.813739776611328,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006712.184732,51850,1719006712,176999808,base_link,0.016746683446512884,-0.005790016168959608,-0.7956590484654369,-0.605485450534006,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0005258471937850118,5.428788426797838e-05,6.277835927903652e-05,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.3215474784374237,-0.12066105753183244,9.803292274475098,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006712.1889596,51851,1719006712,181999808,base_link,0.016746280088001744,-0.005789995424807607,-0.7956595436909069,-0.6054849553085361,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.540107566863298e-05,0.00014726340305060148,3.283959813415986e-06,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.33454474806785583,-0.10645966231822847,9.812662124633789,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006712.19483,51852,1719006712,186999808,base_link,0.01674906968253756,-0.005790177183091811,-0.7956591011489976,-0.6054854821441426,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.5833200197666883e-05,0.0004862352507188916,-7.547205314040243e-06,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.31164953112602234,-0.12322049587964891,9.806068420410156,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006712.2018719,51853,1719006712,196999808,base_link,0.01675055865167011,-0.005789383636959691,-0.7956601864303467,-0.6054840596880052,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0001687123440206051,0.0002932499628514052,0.00026143912691622967,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.32184040546417236,-0.1076396405696857,9.795269012451172,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006712.2082746,51854,1719006712,201999808,base_link,0.016749692007097604,-0.005787097170427975,-0.7956607554128016,-0.6054832378244592,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00030284482636488974,-0.000236437888815999,0.0001999685191549361,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.3248514235019684,-0.10880363732576251,9.797687530517578,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006712.2140949,51855,1719006712,206999808,base_link,0.01675065545771278,-0.005785522590509389,-0.7956594067136493,-0.6054850079920967,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.000381956750061363,-0.00037994273588992655,-0.00019609063747338945,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.32877209782600403,-0.11659855395555377,9.795132637023926,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1719006712.2169588,51856,1719006712,211999808,base_link,0.01675091130225413,-0.0057840813658536685,-0.7956590063185883,-0.6054854926808546,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00039959241985343397,-0.0002963530423585326,-0.00025964149972423906,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.3283219635486603,-0.13219338655471682,9.793283462524414,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
