Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,intFlag,altiThreshold,thrustSetpoint,thrustPerRotor,expectedThrust.x,expectedThrust.y,expectedThrust.z,disturbanceEstimate.x,disturbanceEstimate.y,disturbanceEstimate.z,inertialForce.x,inertialForce.y,inertialForce.z
1719186138.4993901,4421,1719186138,498066591,,False,True,16.493688583374023,4.123422145843506,-0.07025371859714445,-0.20044673576989336,16.49100193243525,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.5193,4422,1719186138,517937737,,False,True,16.495197296142578,4.1237993240356445,-0.06998395661193027,-0.20044276458408314,16.49232271823296,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.539143,4423,1719186138,537976434,,False,True,16.495197296142578,4.1237993240356445,-0.06980589582733057,-0.20054475175767597,16.493829997646923,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.5595574,4424,1719186138,557944768,,False,True,16.495107650756836,4.123776912689209,-0.06970473201014923,-0.2003976189349,16.49383221384806,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.5796967,4425,1719186138,577965653,,False,True,16.4951229095459,4.123780727386475,-0.06956801751439434,-0.20044566220790008,16.493743293062636,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.6002595,4426,1719186138,598010966,,False,True,16.496383666992188,4.124095916748047,-0.069524026787638,-0.200421878450816,16.493758272728186,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.6204839,4427,1719186138,617927841,,False,True,16.49638557434082,4.124096393585205,-0.06959948790116807,-0.20038965284798657,16.495019295400574,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.6406946,4428,1719186138,638033362,,False,True,16.49557876586914,4.123894691467285,-0.06959058137775079,-0.20041153830563968,16.495021768521035,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.6607718,4429,1719186138,657982424,,False,True,16.49557876586914,4.123894691467285,-0.0696578256120131,-0.20044161286956522,16.49421352522138,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.679897,4430,1719186138,677935549,,False,True,16.49628448486328,4.12407112121582,-0.06978207319288278,-0.20057115894503996,16.494211425154344,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.7014878,4431,1719186138,697972268,,False,True,16.49628448486328,4.12407112121582,-0.0697333523197986,-0.20045062046764592,16.494918716582596,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.7202125,4432,1719186138,717929976,,False,True,16.4947509765625,4.123687744140625,-0.06951565956368741,-0.20040979254771663,16.494920131638423,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.7410662,4433,1719186138,737964820,,False,True,16.4947509765625,4.123687744140625,-0.06964859360361786,-0.20045169945414287,16.49338571918578,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.7605684,4434,1719186138,758156018,,False,True,16.49555778503418,4.123889446258545,-0.06959132225072401,-0.20045141800290847,16.493385964375335,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.7809072,4435,1719186138,777999091,,False,True,16.495637893676758,4.1239094734191895,-0.06956859499545319,-0.2004236819265615,16.494193545345084,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.8016632,4436,1719186138,797994820,,False,True,16.496442794799805,4.124110698699951,-0.06942099620297697,-0.20040857252479624,16.4942751405635,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.8211658,4437,1719186138,818063934,,False,True,16.496021270751953,4.124005317687988,-0.06947931159071775,-0.20023684099907013,16.495081927674363,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.8403924,4438,1719186138,837993101,,False,True,16.496021270751953,4.124005317687988,-0.06949229163567983,-0.20012137132522334,16.494661407150737,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.8604555,4439,1719186138,858021539,,False,True,16.49607276916504,4.12401819229126,-0.0693728687464467,-0.2003221135864036,16.494659473161178,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.8808312,4440,1719186138,878143049,,False,True,16.49607276916504,4.12401819229126,-0.06937544597811032,-0.200281444732623,16.494711791385807,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.9007015,4441,1719186138,898003257,,False,True,16.494091033935547,4.123522758483887,-0.06936484064744734,-0.20026476875232485,16.494712038489048,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.9217286,4442,1719186138,917953622,,False,True,16.493986129760742,4.1234965324401855,-0.0692513745955172,-0.2002428501616223,16.492730102528945,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.9410145,4443,1719186138,937955653,,False,True,16.49443244934082,4.123608112335205,-0.06906631230899103,-0.20023235989138968,16.492626350505976,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.9613652,4444,1719186138,957985080,,False,True,16.49443244934082,4.123608112335205,-0.06918484245489126,-0.2002327152845224,16.493071233280006,0.0,0.0,0.0,0.0,0.0,0.0
1719186138.9811265,4445,1719186138,977956330,,False,True,16.495899200439453,4.123974800109863,-0.06927569274026037,-0.20026731722145052,16.493070431751992,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.000652,4446,1719186138,998091434,,False,True,16.495899200439453,4.123974800109863,-0.06921943957410892,-0.2003414240960283,16.494537434339765,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.0220568,4447,1719186139,18039195,,False,True,16.49580955505371,4.123952388763428,-0.06937599243782337,-0.20032613902019974,16.494536962056397,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.0406575,4448,1719186139,37939872,,False,True,16.494590759277344,4.123647689819336,-0.06939393568306086,-0.2002693820202782,16.494447773999656,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.0608327,4449,1719186139,58013413,,False,True,16.494590759277344,4.123647689819336,-0.06952723774934465,-0.20031761951611643,16.493228529484366,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.0820272,4450,1719186139,77976747,,False,True,16.49529266357422,4.123823165893555,-0.06962527920021654,-0.2003345607547718,16.493227910199135,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.1006527,4451,1719186139,97983361,,False,True,16.495359420776367,4.123839855194092,-0.06952181283214877,-0.2004718628564593,16.493928596085457,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.1208308,4452,1719186139,118060653,,False,True,16.495031356811523,4.123757839202881,-0.06951569237680937,-0.20039866075089116,16.49399632666957,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.1422825,4453,1719186139,138211903,,False,True,16.495031356811523,4.123757839202881,-0.06942583842206305,-0.20044590576114107,16.493668043992155,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.159425,4454,1719186139,157921330,,False,True,16.493478775024414,4.1233696937561035,-0.06946432934451544,-0.20056067584863924,16.493666663874112,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.1806512,4455,1719186139,178138570,,False,True,16.493478775024414,4.1233696937561035,-0.06943799871069208,-0.20056636134422043,16.492114020014224,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.2005644,4456,1719186139,198034924,,False,True,16.49410057067871,4.123525142669678,-0.06949735069242088,-0.20043704478157132,16.492115342037092,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.2212083,4457,1719186139,218098778,,False,True,16.49410057067871,4.123525142669678,-0.06955248885084538,-0.2004453642691645,16.492735344387736,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.2408097,4458,1719186139,237960340,,False,True,16.49618911743164,4.12404727935791,-0.0695268121544427,-0.2001703140728938,16.49273879322076,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.2611573,4459,1719186139,258097684,,False,True,16.49618911743164,4.12404727935791,-0.06962717401193555,-0.20022986431427162,16.494826775905985,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.2805345,4460,1719186139,278068257,,False,True,16.496488571166992,4.124122142791748,-0.0694076532702319,-0.20026628434079138,16.494827258832814,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.305946,4461,1719186139,297984820,,False,True,16.49517059326172,4.12379264831543,-0.06954674843977394,-0.2004765877969654,16.49512294276333,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.3204856,4462,1719186139,317983882,,False,True,16.495162963867188,4.123790740966797,-0.06963701312949326,-0.20039855583383537,16.493806099301406,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.342431,4463,1719186139,337982580,,False,True,16.494436264038086,4.1236090660095215,-0.06953675709512366,-0.20058185287691926,16.49379732243227,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.3604999,4464,1719186139,357979715,,False,True,16.494436264038086,4.1236090660095215,-0.0694259692105467,-0.20063302677318637,16.49307044070522,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.3805842,4465,1719186139,377950392,,False,True,16.49489402770996,4.12372350692749,-0.06919341605508869,-0.20071592228936697,16.493070409366933,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.4015257,4466,1719186139,398113934,,False,True,16.49489402770996,4.12372350692749,-0.06922383397561035,-0.20061199638070518,16.49352889122942,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.421753,4467,1719186139,417951955,,False,True,16.493465423583984,4.123366355895996,-0.0691610000802015,-0.20054760946050829,16.49352993801377,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.4416664,4468,1719186139,437978361,,False,True,16.493465423583984,4.123366355895996,-0.0691529634814269,-0.20038707808150535,16.49210264244807,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.461334,4469,1719186139,457956278,,False,True,16.493486404418945,4.123371601104736,-0.0692183057960187,-0.2004325027422931,16.492101816383087,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.4813159,4470,1719186139,477943674,,False,True,16.493249893188477,4.123312473297119,-0.06922159916010677,-0.20049169918399498,16.492122994056658,0.0,0.0,0.0,0.0,0.0,0.0
1719186139.5005698,4471,1719186139,497922684,,False,True,16.492313385009766,4.123078346252441,-0.0691373063542367,-0.20045065865063708,16.491886019661088,0.0,0.0,0.0,0.0,0.0,0.0
