Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,type_mask,orientation.x,orientation.y,orientation.z,orientation.w,body_rate.x,body_rate.y,body_rate.z,thrust
1719186138.48045,4420,1719186138,477947112,,0,0.00014759773930465695,0.0010589323950059555,0.023036113615927393,0.9997340618117221,0.0,0.0,0.0,0.44861647486686707
1719186138.4991326,4421,1719186138,498066591,,0,0.0001878242317282369,0.001050631574124021,0.023036073392418966,0.9997340647482272,0.0,0.0,0.0,0.44863957166671753
1719186138.5189896,4422,1719186138,517937737,,0,0.0002595950046588349,0.0010101898252588765,0.02303601182065572,0.9997340917895864,0.0,0.0,0.0,0.44866594672203064
1719186138.5390468,4423,1719186138,537976434,,0,0.0002595950046588349,0.0010101898252588765,0.02303601182065572,0.9997340917895864,0.0,0.0,0.0,0.44866594672203064
1719186138.5592985,4424,1719186138,557944768,,0,0.00027331933078389296,0.0010212169735680024,0.02303599427530726,0.9997340773326596,0.0,0.0,0.0,0.4486643970012665
1719186138.579557,4425,1719186138,577965653,,0,0.0002694253569499173,0.001022087396607935,0.023035997926672165,0.9997340774160162,0.0,0.0,0.0,0.4486646354198456
1719186138.599299,4426,1719186138,598010966,,0,0.0002500346937755741,0.0010654484723156162,0.023036003649352356,0.9997340370508907,0.0,0.0,0.0,0.44868671894073486
1719186138.619204,4427,1719186138,617927841,,0,0.0002524604701739771,0.0010656242156208957,0.02303600102501784,0.9997340363144177,0.0,0.0,0.0,0.44868674874305725
1719186138.6393585,4428,1719186138,638033362,,0,0.0002649371100750398,0.0010354359469920726,0.023035997999832577,0.9997340648776949,0.0,0.0,0.0,0.4486726224422455
1719186138.6591938,4429,1719186138,657982424,,0,0.0002649371100750398,0.0010354359469920726,0.023035997999832577,0.9997340648776949,0.0,0.0,0.0,0.4486726224422455
1719186138.6793609,4430,1719186138,677935549,,0,0.0003078815452195161,0.0010169790595796276,0.023035960859120193,0.9997340723761712,0.0,0.0,0.0,0.448684960603714
1719186138.699279,4431,1719186138,697972268,,0,0.0003078815452195161,0.0010169790595796276,0.023035960859120193,0.9997340723761712,0.0,0.0,0.0,0.448684960603714
1719186138.7193666,4432,1719186138,717929976,,0,0.00038305060095876817,0.0009425692510457421,0.023035918614243155,0.9997341202985133,0.0,0.0,0.0,0.44865813851356506
1719186138.7395835,4433,1719186138,737964820,,0,0.00038305060095876817,0.0009425692510457421,0.023035918614243155,0.9997341202985133,0.0,0.0,0.0,0.44865813851356506
1719186138.7594423,4434,1719186138,758156018,,0,0.0003946266819272134,0.0009194023461682169,0.02303591844121645,0.9997341373738707,0.0,0.0,0.0,0.44867226481437683
1719186138.7795603,4435,1719186138,777999091,,0,0.00034288190787746,0.0009400020873640191,0.023035957136317415,0.9997341364117196,0.0,0.0,0.0,0.44867366552352905
1719186138.8001606,4436,1719186138,797994820,,0,0.0003198714607991331,0.000914564555719452,0.02303598831755057,0.9997341669144632,0.0,0.0,0.0,0.44868776202201843
1719186138.820152,4437,1719186138,818063934,,0,0.0003584494688319768,0.0008652033392985878,0.023035974087984787,0.9997341980921618,0.0,0.0,0.0,0.4486803710460663
1719186138.8393488,4438,1719186138,837993101,,0,0.0003584494688319768,0.0008652033392985878,0.023035974087984787,0.9997341980921618,0.0,0.0,0.0,0.4486803710460663
1719186138.8598144,4439,1719186138,858021539,,0,0.0002584431490060697,0.0008467556944767772,0.023036065641473466,0.9997342426323579,0.0,0.0,0.0,0.4486812949180603
1719186138.8800113,4440,1719186138,878143049,,0,0.0002584431490060697,0.0008467556944767772,0.023036065641473466,0.9997342426323579,0.0,0.0,0.0,0.4486812949180603
1719186138.8994281,4441,1719186138,898003257,,0,0.00026955838789915473,0.0008845029095288417,0.02303604389065118,0.9997342075145507,0.0,0.0,0.0,0.448646605014801
1719186138.9200604,4442,1719186138,917953622,,0,0.00033113339970457527,0.0008635177360658059,0.023035998131943597,0.9997342084163451,0.0,0.0,0.0,0.448644757270813
1719186138.939527,4443,1719186138,937955653,,0,0.0003148889147168789,0.0008363931250005962,0.02303602214264221,0.9997342361724718,0.0,0.0,0.0,0.44865256547927856
1719186138.9599602,4444,1719186138,957985080,,0,0.0003148889147168789,0.0008363931250005962,0.02303602214264221,0.9997342361724718,0.0,0.0,0.0,0.44865256547927856
1719186138.979791,4445,1719186138,977956330,,0,0.00032785985045560064,0.0008292771348255333,0.02303601414353203,0.9997342381151758,0.0,0.0,0.0,0.44867822527885437
1719186138.9997637,4446,1719186138,998091434,,0,0.00032785985045560064,0.0008292771348255333,0.02303601414353203,0.9997342381151758,0.0,0.0,0.0,0.44867822527885437
1719186139.020099,4447,1719186139,18039195,,0,0.00036108536772983245,0.0008155667292907998,0.02303599261332469,0.9997342384416902,0.0,0.0,0.0,0.4486766755580902
